44,561a6fc5e348,wrCache,L1: New data written to cache,0,ffffffff,cycle
44,561a6fc5e348,wrCache,L1: New data written to cache,a,ffffffff,cycle
44,561a6fc5e348,hitActn,L1: request is a hit,0,fffffffe,cycle
44,561a6fc5e348,hitActn,L1: request is a hit,0,438,cycle
45,561a6fc5e34c,msgProc,L1: message is taken from the L1's processing queue to be processed,0,438,cycle
45,561a6fc5e34c,wrCache,L1: New data written to cache,0,ffffffff,cycle
45,561a6fc5e34c,wrCache,L1: New data written to cache,a,ffffffff,cycle
45,561a6fc5e34c,hitActn,L1: request is a hit,0,fffffffe,cycle
45,561a6fc5e34c,hitActn,L1: request is a hit,0,438,cycle
47,561a6fc5e350,msgProc,L1: message is taken from the L1's processing queue to be processed,0,438,cycle
47,561a6fc5e350,wrCache,L1: New data written to cache,0,ffffffff,cycle
47,561a6fc5e350,wrCache,L1: New data written to cache,a,ffffffff,cycle
47,561a6fc5e350,hitActn,L1: request is a hit,0,fffffffe,cycle
47,561a6fc5e350,hitActn,L1: request is a hit,0,438,cycle
48,561a6fc5e354,msgProc,L1: message is taken from the L1's processing queue to be processed,0,438,cycle
48,561a6fc5e354,wrCache,L1: New data written to cache,0,ffffffff,cycle
48,561a6fc5e354,wrCache,L1: New data written to cache,a,ffffffff,cycle
48,561a6fc5e354,hitActn,L1: request is a hit,0,fffffffe,cycle
48,561a6fc5e354,hitActn,L1: request is a hit,0,438,cycle
49,561a6fc5e358,msgProc,L1: message is taken from the L1's processing queue to be processed,0,438,cycle
49,561a6fc5e358,wrCache,L1: New data written to cache,0,ffffffff,cycle
49,561a6fc5e358,wrCache,L1: New data written to cache,a,ffffffff,cycle
49,561a6fc5e358,hitActn,L1: request is a hit,0,fffffffe,cycle
49,561a6fc5e358,hitActn,L1: request is a hit,0,438,cycle
4a,561a6fc5e35c,msgProc,L1: message is taken from the L1's processing queue to be processed,0,438,cycle
4a,561a6fc5e35c,wrCache,L1: New data written to cache,0,ffffffff,cycle
4a,561a6fc5e35c,wrCache,L1: New data written to cache,a,ffffffff,cycle
4a,561a6fc5e35c,hitActn,L1: request is a hit,0,fffffffe,cycle
4a,561a6fc5e35c,hitActn,L1: request is a hit,0,438,cycle
4b,561a6fc5e360,add2q_l,L1: The message is added to the processing queue from the core,0,43a,cycle
4b,561a6fc5e360,msgProc,L1: message is taken from the L1's processing queue to be processed,0,43a,cycle
4b,561a6fc5e360,wrCache,L1: New data written to cache,0,ffffffff,cycle
4b,561a6fc5e360,wrCache,L1: New data written to cache,a,ffffffff,cycle
4b,561a6fc5e360,hitActn,L1: request is a hit,0,fffffffe,cycle
4b,561a6fc5e360,hitActn,L1: request is a hit,0,43a,cycle
4c,561a6fc5e364,add2q_l,L1: The message is added to the processing queue from the core,0,43b,cycle
4c,561a6fc5e364,msgProc,L1: message is taken from the L1's processing queue to be processed,0,43b,cycle
4c,561a6fc5e364,wrCache,L1: New data written to cache,0,ffffffff,cycle
4c,561a6fc5e364,wrCache,L1: New data written to cache,a,ffffffff,cycle
